cases_methyl,sample_type,cg00632019,cg00636124,cg01755539,cg02411582,cg02871891,cg03101936,cg06329197,cg07361448,cg08572679,cg09140090,cg09632858,cg10214171,cg10221365,cg16752029,cg24206694,cg24705286,cg27118526
TCGA-WX-AA47-01A-11D-A39G-05,Primary Tumor,0.907179672,0.190032125,0.017511724,0.783797961,0.222212948,0.260185408,0.035524586,0.893839891,0.019225288,0.011389411,0.944969432,0.03146274,0.898278098,0.079859632,0.053036227,0.077412056,0.019309508
TCGA-XR-A8TC-01A-11D-A369-05,Primary Tumor,0.784905795,0.018116565,0.023198033,0.711217927,0.888701382,0.52387269,0.03340254,0.938434678,0.024004066,0.015307095,0.926667779,0.025153125,0.877777667,0.037029547,0.032090449,0.065564962,0.017018097
TCGA-XR-A8TD-01A-12D-A39G-05,Primary Tumor,0.908114681,0.090284139,0.01429535,0.538384561,0.557086848,0.43131225,0.044722859,0.813792286,0.015579521,0.010314134,0.936957361,0.035426801,0.653960002,0.054487584,0.039526021,0.082107143,0.023529027
TCGA-XR-A8TE-01A-11D-A369-05,Primary Tumor,0.892116338,0.135677332,0.015475045,0.750750736,0.845807804,0.754722867,0.039761276,0.917079321,0.016385712,0.011232201,0.911402159,0.053973858,0.863706865,0.050823936,0.040826247,0.079904828,0.019955073
TCGA-XR-A8TF-01A-11D-A369-05,Primary Tumor,0.825171351,0.028306908,0.017384333,0.742133484,0.89412098,0.340058608,0.032174248,0.913186274,0.019939206,0.018185499,0.937191455,0.037571533,0.780592084,0.043800771,0.033800779,0.069589319,0.018552897
TCGA-XR-A8TG-01A-11D-A369-05,Primary Tumor,0.870648598,0.02728373,0.015467219,0.751206693,0.60676266,0.280365669,0.033951877,0.915441019,0.019037127,0.014558065,0.928367616,0.045224649,0.411908864,0.05531972,0.056845584,0.063728022,0.024693737
TCGA-YA-A8S7-01A-11D-A36Y-05,Primary Tumor,0.857856867,0.016781954,0.01938556,0.73182081,0.836228989,0.695465285,0.031921155,0.889320375,0.020418298,0.013831818,0.901022144,0.049431872,0.880624669,0.059444064,0.039340468,0.070929762,0.019638491
TCGA-ZP-A9CV-01A-11D-A383-05,Primary Tumor,0.926951838,0.274602214,0.01773148,0.71275462,0.869131804,0.524892813,0.059256124,0.913019163,0.018799556,0.010516836,0.944546473,0.032675905,0.865539828,0.065807247,0.079785664,0.099369483,0.021648429
TCGA-ZP-A9CY-01A-11D-A383-05,Primary Tumor,0.886862207,0.243295045,0.020852335,0.56047853,0.350816863,0.335631001,0.08496874,0.884226834,0.024621827,0.014336163,0.935995207,0.032987028,0.872202275,0.078303739,0.061394432,0.095923353,0.058354192
TCGA-ZP-A9CZ-01A-11D-A383-05,Primary Tumor,0.916136244,0.240158368,0.019058615,0.765403206,0.733804239,0.546391311,0.063034561,0.900751432,0.020475683,0.013373232,0.9441265,0.063207905,0.914021928,0.0687034,0.118770146,0.101191746,0.02493301
TCGA-ZP-A9D0-01A-11D-A36Y-05,Primary Tumor,0.891381725,0.122600141,0.015587842,0.463926,0.192317396,0.291730477,0.045111833,0.8619934,0.017167601,0.010301392,0.94952212,0.050264435,0.899769582,0.056327429,0.034194741,0.145762602,0.021637564
TCGA-ZP-A9D1-01A-11D-A383-05,Primary Tumor,0.911981035,0.214987313,0.021103563,0.742967557,0.838560097,0.691405393,0.092160414,0.920393361,0.022067132,0.01274923,0.950795198,0.032041469,0.81109594,0.057636914,0.04288566,0.164951094,0.030723228
TCGA-ZP-A9D2-01A-11D-A383-05,Primary Tumor,0.926420303,0.213986403,0.016955988,0.633761027,0.716639396,0.652204603,0.04611175,0.871537139,0.019430704,0.0130891,0.92699377,0.035612971,0.85242845,0.044294212,0.05353034,0.114863256,0.02831387
TCGA-ZP-A9D4-01A-11D-A36Y-05,Primary Tumor,0.864063654,0.143469072,0.014971922,0.837602539,0.895415886,0.300688633,0.032115946,0.916611609,0.01733677,0.011877641,0.952497502,0.045189744,0.515323851,0.051843021,0.020689129,0.078970037,0.018644504
TCGA-ZS-A9CD-01A-11D-A36Y-05,Primary Tumor,0.86041941,0.028753574,0.01418511,0.777010729,0.820478758,0.462162965,0.03435899,0.921959887,0.016913647,0.014505958,0.932665757,0.038338583,0.944640237,0.039938684,0.035298905,0.069994027,0.017064378
TCGA-ZS-A9CE-01A-11D-A36Y-05,Primary Tumor,0.778400914,0.246353877,0.013862033,0.377857839,0.607392637,0.222052717,0.064773804,0.949208081,0.018481921,0.011561837,0.932637394,0.036713997,0.818768701,0.061972534,0.030310241,0.21920025,0.021044117
TCGA-ZS-A9CF-01A-11D-A383-05,Primary Tumor,0.883344753,0.374654732,0.020293565,0.449103201,0.11223918,0.226277111,0.139323575,0.930226245,0.021877082,0.016157877,0.948644055,0.065420894,0.560397334,0.130904909,0.065908727,0.124357756,0.044112105
TCGA-ZS-A9CG-01A-11D-A36Y-05,Primary Tumor,0.895306888,0.016552982,0.017468308,0.650838608,0.901601009,0.376612893,0.029358185,0.917111715,0.022583932,0.01391867,0.929626346,0.049944126,0.531191435,0.041243061,0.033353996,0.079222421,0.019689296
